"Timestamp","ax","ay","az"
1,2132.2829748443,334.474310434054,425.820852640783
2,2118.51204918715,354.853206622927,444.251109372862
3,2083.31729055258,363.256962413509,445.90752995505
4,2035.59617285428,363.913749081624,435.546862595626
5,1982.43207705074,360.203705764453,417.033857515252
6,1929.26274759178,354.735223273459,393.424399873284
7,1880.04874886504,349.421227907298,367.048642694085
8,1837.44192164245,345.55546526474,339.594139793335
9,1802.95383952674,343.888784057589,312.188978704342
10,1777.12426539795,344.705419923596,285.484913604357
11,1759.68960785991,347.899279239376,259.740498240881
12,1749.75137768674,353.050222933333,234.904218857981
13,1745.94464426934,359.500350298571,210.697627122599
14,1746.60649206189,366.430282805811,186.698473050865
15,1749.94447702835,372.935447916316,162.423837934405
16,1754.20508308895,378.102362894799,137.41326726666
17,1757.84217856671,381.084918622349,111.31190366919
18,1759.68547263387,381.180663409344,83.9536198179888
19,1759.10897175847,377.907086808369,55.4441513697976
20,1756.19943615078,371.077903427136,26.244229888413
21,1751.92483620983,360.879336741399,-2.74728422899915
22,1748.30280896991,347.946402907873,-30.110268825593
23,1748.56911454704,333.439194577152,-53.8202070585306
24,1757.34609258547,319.119164706625,-71.1650544726706
25,1780.81111870419,307.425410373395,-78.6621060742567
26,1826.86506094344,301.550956587198,-71.9748634046055
27,1905.30073621116,305.519040103317,-45.8299016137953
28,2027.97136672952,324.259393235502,6.06626346564533
29,2208.95903648141,363.684527668889,91.1103082450496
30,2226.5328173011,468.439647519704,191.108278934723
31,2157.00750140756,469.611900528013,176.584926919249
32,2096.81557522817,471.215082395483,161.871575443147
33,2045.13749311235,473.179523351255,147.040884697961
34,2001.20180241012,475.440995946445,132.159211623081
35,1964.28376793955,477.940505374267,117.286851857086
36,1933.70399645432,480.624079790155,102.47828168908
37,1908.82706111125,483.442560631893,87.7824000100319
38,1889.06012593776,486.35139293973,73.2427702641086
39,1873.85157029946,489.31041567651,58.8978624000189
40,1862.6896133676,492.283652047794,44.7812948223487
41,1855.10093858662,495.239099821983,30.9220763428996
42,1850.64931814166,498.148521650442,17.3448481320272
43,1848.9342374261,500.987235387626,4.07012566997876
44,1849.58951950904,503.733904411199,-8.88545930176799
45,1852.28194960281,506.370327942161,-21.5089168291674
46,1856.70989953056,508.881231364974,-33.7906567942672
47,1862.60195219368,511.254056547678,-45.7242469638712
48,1869.71552603938,513.478752162024,-57.3061710382001
49,1877.83549952819,515.54756400359,-68.5355866995543
50,1886.77283560148,517.454825311911,-79.4140836609755
51,1896.36320614897,519.196747090597,-89.9454417149082
52,1906.46561647624,520.771208427461,-100.135388781862
53,1916.96102977227,522.177546814641,-109.991358959074
54,1927.75099157693,523.416348468723,-119.52225056917
55,1938.75625424853,524.489238650867,-128.738184208825
56,1949.91540143129,525.398671986929,-137.650260797428
57,1961.18347252291,526.147722787583,-146.270319625743
58,1972.53058714204,526.73987536845,-154.610696404568
59,1983.94056959583,527.178814370215,-162.683981313402
60,1995.40957334743,527.468215078758,-170.502777049103
61,2006.9447054835,527.611533745271,-178.07945687455
62,2018.56265118176,527.611797906386,-185.425922667308
63,2030.28829817846,527.471396704296,-192.553362968285
64,2042.15336123595,527.191871206882,-199.4720110304
65,2054.19500661012,526.773704727832,-206.190902867239
66,2066.45447651803,526.216113146772,-212.71763530172
67,2078.9757136053,525.51683522938,-219.058124014756
68,2091.80398541372,524.671922947518,-225.216361593912
69,2104.98450884873,523.675531799352,-231.194175582074
70,2118.56107464694,522.519711129477,-236.990986526104
71,2132.57467184366,521.194194449039,-242.603566025506
72,2147.06211224037,519.68618975586,-248.025794781088
73,2162.05465487232,517.980169854563,-253.24842064362
74,2177.57663047595,516.057662676691,-258.258816662501
75,2193.64406595651,513.897041600837,-263.040739134416
76,2210.26330885546,511.473315772765,-267.574085652004
77,2227.4296518181,508.757920425529,-271.834653152513
78,2245.12595706102,505.718507199607,-275.793895966467
79,2263.32128083961,502.318734463014,-279.418683866324
80,2281.96949791564,498.518057631434,-282.671060115142
81,2301.0079260247,494.271519488338,-285.507999515238
82,2320.35595034377,489.529540505111,-287.88116645685
83,2339.91364795873,484.237709161174,-289.736672966801
84,2359.56041233183,478.336572264109,-291.014836757158
85,2379.15357776929,471.761425269782,-291.649939273897
86,2398.52704388874,464.442102602468,-291.569983745561
87,2417.48990008676,456.30276797497,-290.696453231926
88,2435.82505000643,447.261704708751,-288.944068672661
89,2453.28783600481,437.23110605405,-286.220546935989
90,2469.60466362046,426.116865510009,-282.42635886735
91,2484.47162604096,413.818367144798,-277.454487338063
92,2497.55312857045,400.228275915734,-271.190185293987
93,2508.48051309711,385.232327989412,-263.510733804183
94,2516.8506825607,368.709121061821,-254.285200109579
95,2522.22472542007,350.529904678474,-243.374195671627
96,2524.12654012068,330.558370554527,-230.629634220967
97,2522.04145956212,308.650442894906,-215.894489806089
98,2341.3464352233,294.642371697962,-279.608695489194
99,2284.56357847346,238.801665516034,-301.852559000064
100,2222.75766819455,201.078881137814,-320.116665747623
101,2158.91807841947,178.256239257391,-334.752082805341
102,2095.59447688202,167.429604661734,-346.094209496605
103,2034.92152515919,165.99504320797,-354.462923275089
104,1978.64357881347,171.635378800662,-360.162725605106
105,1928.1393875351,182.306750369082,-363.482887841976
106,1884.44679528437,196.225168844487,-364.697597112388
107,1848.2874404339,211.853074137398,-364.066102194756
108,1820.09145591092,227.885892114874,-361.832859399585
109,1800.02216933955,243.238591577786,-358.227678449833
110,1788.00080318309,257.032241238097,-353.46586836127
111,1783.73117488632,268.580566696136,-347.74838332284
112,1786.72439701772,277.376507417874,-341.261968577025
113,1796.32357741185,283.078773712201,-334.179306300204
114,1811.72851931153,285.498403708199,-326.659161483017
115,1832.02042151021,284.585320332422,-318.846527810723
116,1856.18657849418,280.414888286171,-310.872773543564
117,1883.14508058492,273.174471022766,-302.855787397129
118,1911.76951408134,263.14998772483,-294.90012442271
119,1940.91366140206,250.712470281556,-287.097151887669
120,1969.43620122772,236.304620265989,-279.525195155793
121,1996.22540864325,220.427365912302,-272.249683567666
122,2020.22385528015,203.626419093067,-265.323296321018
123,2040.45310945877,186.478832296536,-258.786108351097
124,2056.0384363306,169.579555603917,-252.665736211026
125,2066.23349802056,153.527993666646,-246.977483952163
126,2070.44505376926,138.914562683667,-241.724489004468
127,2068.25766007531,126.307247378704,-236.897868056858
128,2059.45837083757,116.238157977543,-232.476862937574
129,2044.06143749749,109.190087185301,-228.428986494539
130,2022.33300918131,105.583067163709,-224.710168475723
131,1994.81583284241,105.760926508381,-221.264901409502
132,1962.35395340358,109.977847226095,-218.026386485018
133,1926.11741389929,118.384921712069,-214.916679432548
134,1887.62695561795,131.016709727232,-211.846836403854
135,1848.77871824426,147.777795375508,-208.717059852557
136,1811.86894000143,168.429344081084,-205.416844414488
137,1779.61865779348,192.575659565691,-201.825122788058
138,1755.19840734755,219.650740825879,-197.810411614613
139,1742.25292335614,248.904839110291,-193.2309573588
140,1744.92583961944,279.391014896942,-187.934882188927
141,1812.95339860549,281.941152494281,-88.3192330511091
142,1807.09440423043,297.290846437386,-109.493542133759
143,1802.48832115219,310.886454395932,-127.878564729944
144,1799.02819868082,322.939305184682,-143.777386298691
145,1796.61115164555,333.64729603669,-157.474569379173
146,1795.13833369437,343.195255585384,-169.236624357164
147,1794.51491059366,351.755306846662,-179.312480231505
148,1794.65003352769,359.487230200975,-187.933955380557
149,1795.4568123983,366.538826375421,-195.316228328671
150,1796.85228912443,373.046279425833,-201.658308512642
151,1798.75741094168,379.134519718867,-207.14350704817
152,1801.09700370198,384.917586914095,-211.939907496322
153,1803.7997451731,390.498992946089,-216.200836629996
154,1806.79813833824,395.972085006516,-220.065335200373
155,1810.02848469567,401.420408526224,-223.658628703386
156,1813.43085755825,406.918070157333,-227.092598146175
157,1816.94907535305,412.530100755322,-230.466250813552
158,1820.53067492093,418.312818361122,-233.866191034457
159,1824.12688481613,424.314191183203,-237.367090948422
160,1827.69259860584,430.574200579664,-241.03216127203
161,1831.18634816977,437.125204040323,-244.913622065376
162,1834.57027699979,443.992298168805,-249.053173498528
163,1837.81011349946,451.193681664633,-253.482466617986
164,1840.87514428365,458.741018305317,-258.223574113145
165,1843.73818747809,466.639799928442,-263.289461082753
166,1846.37556601899,474.889709413759,-268.684455801372
167,1848.7670809526,483.484983665275,-274.404720485843
168,1850.89598473482,492.414776593339,-280.438722061738
169,1852.74895453075,501.663522096737,-286.767702929829
170,1854.3160655143,511.211297044775,-293.366151732543
171,1855.59076416777,521.034184259375,-300.202274120426
172,1856.56984158144,531.104635497159,-307.238463518601
173,1857.25340675314,541.39183443154,-314.43177189323
174,1857.64485988782,551.862059634813,-321.734380517976
175,1857.75086569721,562.479047560243,-329.094070740458
176,1857.58132669929,573.204355524156,-336.454694748719
177,1857.14935651799,583.997724688025,-343.756646337681
178,1856.47125318269,594.817443040563,-350.937331675609
179,1855.56647242784,605.62070837981,-357.931640070567
180,1854.45760099254,616.363991295225,-364.672414736886
181,1853.17032992013,627.003398149772,-371.090923561616
182,1851.73342785777,637.495034062013,-377.117329870994
183,1850.17871435602,647.795365888195,-382.6811631969
184,1848.54103316844,657.861585204339,-387.711790043318
185,1846.85822555114,667.651971288333,-392.138884652798
186,1845.17110356241,677.126254102016,-395.892899772918
187,1843.52342336227,686.245977273273,-398.90553742274
188,1841.96185851208,694.97486107812,-401.110219659273
189,1840.53597327411,703.279165422797,-402.442559343937
190,1839.29819591112,711.128052825853,-402.840830909015
191,1838.30379198594,718.49395140024,-402.246441124125
192,1837.61083766111,725.352917835401,-400.604399862668
193,1837.28019299836,731.685000379357,-397.8637908683
194,1837.37547525831,737.474601820799,-393.978242521386
195,1837.96303219998,742.710842471178,-388.90639860546
196,1839.11191538037,747.387923146791,-382.612389073691
197,1840.89385345412,751.505488150875,-375.066300815337
198,1843.38322547301,755.068988255692,-366.244648422211
199,1846.65703418558,758.09004368462,-356.130844955139
200,1850.79487933673,760.586807094246,-344.71567271042
201,1855.87893096728,762.584326556448,-331.997753986287
202,1861.99390271356,764.114908540493,-317.984021849371
203,1869.22702510699,765.218480895118,-302.690190901154
204,1877.66801887371,765.942955830627,-286.141228044439
205,1887.40906823407,766.344592900974,-268.371823249802
206,1898.54479420233,766.488361985857,-249.426860322058
207,1911.17222788614,766.448306272806,-229.361887666719
208,1925.39078378621,766.307905239271,-208.243589056456
209,1941.30223309582,766.160437634715,-186.150254397558
210,1959.01067700046,766.109344462696,-163.172250496396
211,1978.62251997741,766.268591962968,-139.412491825878
212,2000.24644309527,766.763034593558,-114.986911291915
213,2023.99337731362,767.728778012865,-90.0249309998765
214,2049.97647678256,769.313542061745,-64.6699330210568
215,2078.3110921423,771.6770237456,-39.0797301591305
216,2109.11474382275,774.99126021647,-13.4270367166162
217,2142.5070953431,779.440991755119,12.1000607386649
218,2178.60992661141,785.224024753128,37.297632607127
219,2217.54710722421,792.551594694983,61.94543549096
220,2259.44456976604,801.648729140162,85.8064414276685
221,2304.43028310907,812.75461070523,108.626367123612
222,2352.6342257127,826.122940045923,130.133203187542
223,2404.18835892309,842.022298839239,150.036743364145
224,2459.22660027279,860.736512765529,168.02811376758
225,2517.88479678031,882.565014490585,183.779302115018
