"Timestamp","ax","ay","az"
1,4671.65025713973,-2183.77101381312,-1603.77207102997
2,4445.83661103351,-1914.97766104144,-1698.41751750049
3,4175.75932429214,-1631.64208896283,-1727.14163369055
4,3876.36414157343,-1342.48831341587,-1703.34947070334
5,3560.38959410459,-1054.78866463225,-1639.11238941978
6,3238.5150373424,-774.463785399309,-1545.22058649228
7,2919.50868863343,-506.182629222443,-1431.23562033847
8,2610.37566487418,-253.462458487616,-1305.54293713499
9,2316.50602017132,-18.7688426238211,-1175.40439681121
10,2041.82278350184,196.384343734449,-1047.01079904303
11,1788.92999637326,391.334922584728,-925.534409246568
12,1559.26075048383,566.172414394106,-815.181484571987
13,1353.22522538268,721.638039936757,-719.244799897199
14,1170.35872613004,859.024722131464,-640.156173821643
15,1009.46972095744,980.07708787915,-579.538994660035
16,868.787878927872,1086.89146990041,-538.260746436118
17,746.112107595979,1181.81590857302,-516.485534876427
18,638.958590668268,1267.35015376951,-513.726613404033
19,544.708825663285,1346.04566669462,-528.898909132306
20,460.757661571803,1420.40562172291,-560.371548858666
21,384.661336517017,1492.78490823622,-606.020385058338
22,314.285515414727,1565.29013246123,-663.28052187811
23,247.953327633536,1639.679619307,-729.198841130083
24,184.593404655029,1717.26341420246,-800.48652828543
25,123.887917733973,1798.80328493398,-873.571598468148
26,66.4206155584962,1884.41272348287,-944.651422448816
27,13.8248619102861,1973.45694786291,-1009.74525263835
28,-31.0683266752277,2064.45290395789,-1064.74674908174
29,-64.0822432486794,2154.96926735912,-1105.47650545185
30,-79.5464527865806,2241.526445203,-1127.73457504313
31,-70.1487545311301,2319.4965780085,-1127.35299676537
32,-26.7871443300242,2383.00354151469,-1100.24832113748
33,61.5782230237336,2424.8229485183,-1042.47413628126
34,208.073071452019,2436.28215071125,-950.27359391508
35,428.057041251778,2407.16024051813,-820.131935347725
36,471.217154150197,2296.07770750988,-775.945217391305
37,431.627035573122,2208.92526315789,-692.280624089869
38,403.692058803134,2144.4204992719,-618.273322238402
39,399.621284156683,2085.37466904881,-560.972972258594
40,425.562884641271,2020.18497448574,-524.095595516343
41,482.772670655947,1942.01232650913,-508.638336739314
42,568.782614691809,1847.95910510408,-513.494226434489
43,678.569376032501,1738.24691944346,-536.066943305718
44,805.722825454708,1615.39436801723,-572.885576671276
45,943.614569928658,1483.39479876161,-620.219388881411
46,1086.56647731862,1346.89406918832,-674.6925777359
47,1231.01920108339,1210.36830651379,-733.899038901602
48,1376.70070497681,1077.3016677884,-797.017128330009
49,1527.79478774826,949.364100025698,-865.4244246748
50,1694.10960784314,825.589100331624,-943.312491709395
51,1892.24620810338,701.551476033725,-1038.3016407445
52,2146.76704046794,568.545104810387,-1162.05569304568
53,2491.36449067332,412.760694820054,-1330.89674225088
54,2970.02940295403,214.463544830456,-1566.41991678802
55,3638.21960474308,-52.828695652174,-1896.10814229249
56,4072.38724776368,-425.194508009149,-2213.90420220511
57,4449.74329103391,-762.178489702516,-2454.6261701685
58,4826.80967502458,-1028.16466998699,-2756.10298502592
59,5177.19512598049,-1293.11879122358,-3090.4905162814
60,5482.58041275591,-1598.39951541257,-3432.56225296443
61,5731.67604637028,-1961.30183515054,-3759.99719567461
62,5919.17997956412,-2379.60048458743,-4053.66774862639
63,6044.7353063547,-2836.09335038363,-4297.92761169373
64,6111.88796159196,-3303.14488266703,-4480.89967245479
65,6127.0444205142,-3747.22950599004,-4594.76389823664
66,6098.42939830394,-4133.47503028671,-4636.04522815991
67,6035.0435496437,-4430.20606182977,-4605.90146518353
68,5945.62116827176,-4613.48741418764,-4510.41116814939
69,5837.58788653801,-4671.66751918158,-4360.86154382702
70,5716.01837495972,-4609.92183784269,-4174.0363389583
71,5582.59404177731,-4454.79627136896,-3972.50373230216
72,5434.56073251019,-4258.75057208238,-3784.90422667923
73,5263.68642951252,-4104.70175438596,-3646.23854101657
74,5055.21895152902,-4110.56750572082,-3598.15550239234
75,4878.46238571675,-3896.35005175091,-3328.73222356391
76,4585.35442410759,-3850.67134308471,-3194.80846394984
77,4298.18790218484,-3762.53077096953,-3033.72095435808
78,4018.56581069479,-3642.71228875816,-2852.39941170522
79,3747.73247892481,-3500.67629713195,-2656.78091517198
80,3486.59617635391,-3344.62964512423,-2451.87453276162
81,3235.75171430328,-3181.5956311437,-2241.82594785833
82,2995.50304758689,-3017.48400399792,-2029.98208578571
83,2765.88587616205,-2857.16096391667,-1818.95574036511
84,2546.69024677998,-2704.51916357542,-1610.69020047413
85,2337.48315463637,-2562.54770911873,-1406.52387660498
86,2137.63114502196,-2433.40216118371,-1207.2549274229
87,1946.32291497309,-2318.47453592341,-1013.20588632463
